ambient_temperature_celsius,battery_voltage,datetime,document_count_ambient_temperature_celsius,document_count_battery_voltage,document_count_ghi_irradiance_wm2,document_count_gri_irradiance_wm2,document_count_panel_temperature_celsius,document_count_poa_irradiance_wm2,document_count_precipitation_accumulated_mm,document_count_tracker_albedo_index,document_count_wind_direction_degrees,document_count_wind_speed_ms,ghi_irradiance_wm2,gri_irradiance_wm2,interpolated_keys_ambient_temperature_celsius,interpolated_keys_battery_voltage,interpolated_keys_ghi_irradiance_wm2,interpolated_keys_gri_irradiance_wm2,interpolated_keys_panel_temperature_celsius,interpolated_keys_poa_irradiance_wm2,interpolated_keys_wind_direction_degrees,interpolated_keys_wind_speed_ms,panel_temperature_celsius,poa_irradiance_wm2,precipitation_accumulated_mm,ps_id,tracker_albedo_index,wind_direction_degrees,wind_speed_ms
,,2024-12-06T00:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_039,,,
,,2024-12-06T00:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_039,,,
,,2024-12-06T00:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_039,,,
,,2024-12-06T00:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_039,,,
,,2024-12-06T01:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_039,,,
,,2024-12-06T01:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_039,,,
,,2024-12-06T01:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_039,,,
,,2024-12-06T01:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_039,,,
,,2024-12-06T02:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_039,,,
,,2024-12-06T02:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_039,,,
,,2024-12-06T02:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_039,,,
,,2024-12-06T02:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_039,,,
,,2024-12-06T03:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_039,,,
,,2024-12-06T03:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_039,,,
,,2024-12-06T03:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_039,,,
,,2024-12-06T03:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_039,,,
,,2024-12-06T04:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_039,,,
,,2024-12-06T04:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_039,,,
,,2024-12-06T04:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_039,,,
,,2024-12-06T04:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_039,,,
,,2024-12-06T05:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_039,,,
,,2024-12-06T05:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_039,,,
,,2024-12-06T05:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_039,,,
,,2024-12-06T05:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_039,,,
,,2024-12-06T06:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_039,,,
,,2024-12-06T06:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_039,,,
,,2024-12-06T06:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_039,,,
,,2024-12-06T06:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_039,,,
,,2024-12-06T07:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_039,,,
,,2024-12-06T07:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_039,,,
,,2024-12-06T07:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_039,,,
,,2024-12-06T07:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_039,,,
,,2024-12-06T08:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_039,,,
,,2024-12-06T08:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_039,,,
,,2024-12-06T08:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_039,,,
,,2024-12-06T08:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_039,,,
,,2024-12-06T09:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_039,,,
,,2024-12-06T09:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_039,,,
,,2024-12-06T09:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_039,,,
,,2024-12-06T09:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_039,,,
,,2024-12-06T10:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_039,,,
,,2024-12-06T10:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_039,,,
,,2024-12-06T10:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_039,,,
,,2024-12-06T10:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_039,,,
,,2024-12-06T11:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_039,,,
,,2024-12-06T11:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_039,,,
,,2024-12-06T11:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_039,,,
,,2024-12-06T11:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_039,,,
,,2024-12-06T12:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_039,,,
,,2024-12-06T12:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_039,,,
,,2024-12-06T12:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_039,,,
,,2024-12-06T12:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_039,,,
,,2024-12-06T13:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_039,,,
,,2024-12-06T13:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_039,,,
,,2024-12-06T13:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_039,,,
,,2024-12-06T13:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_039,,,
,,2024-12-06T14:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_039,,,
,,2024-12-06T14:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_039,,,
,,2024-12-06T14:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_039,,,
,,2024-12-06T14:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_039,,,
,,2024-12-06T15:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_039,,,
,,2024-12-06T15:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_039,,,
,,2024-12-06T15:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_039,,,
,,2024-12-06T15:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_039,,,
,,2024-12-06T16:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_039,,,
,,2024-12-06T16:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_039,,,
,,2024-12-06T16:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_039,,,
,,2024-12-06T16:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_039,,,
,,2024-12-06T17:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_039,,,
,,2024-12-06T17:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_039,,,
,,2024-12-06T17:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_039,,,
,,2024-12-06T17:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_039,,,
,,2024-12-06T18:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_039,,,
,,2024-12-06T18:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,PS_039,,,
