ambient_temperature_celsius,battery_voltage,datetime,document_count_ambient_temperature_celsius,document_count_battery_voltage,document_count_ghi_irradiance_wm2,document_count_gri_irradiance_wm2,document_count_panel_temperature_celsius,document_count_poa_irradiance_wm2,document_count_precipitation_accumulated_mm,document_count_tracker_albedo_index,document_count_wind_direction_degrees,document_count_wind_speed_ms,ghi_irradiance_wm2,gri_irradiance_wm2,interpolated_keys_ambient_temperature_celsius,interpolated_keys_ghi_irradiance_wm2,interpolated_keys_gri_irradiance_wm2,interpolated_keys_panel_temperature_celsius,interpolated_keys_poa_irradiance_wm2,interpolated_keys_wind_speed_ms,panel_temperature_celsius,poa_irradiance_wm2,precipitation_accumulated_mm,ps_id,tracker_albedo_index,wind_direction_degrees,wind_speed_ms
,,2024-03-26T00:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_002,,,
,,2024-03-26T00:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_002,,,
,,2024-03-26T00:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_002,,,
,,2024-03-26T00:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_002,,,
,,2024-03-26T01:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_002,,,
,,2024-03-26T01:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_002,,,
,,2024-03-26T01:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_002,,,
,,2024-03-26T01:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_002,,,
,,2024-03-26T02:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_002,,,
,,2024-03-26T02:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_002,,,
,,2024-03-26T02:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_002,,,
,,2024-03-26T02:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_002,,,
,,2024-03-26T03:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_002,,,
,,2024-03-26T03:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_002,,,
,,2024-03-26T03:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_002,,,
,,2024-03-26T03:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_002,,,
,,2024-03-26T04:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_002,,,
,,2024-03-26T04:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_002,,,
,,2024-03-26T04:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_002,,,
,,2024-03-26T04:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_002,,,
,,2024-03-26T05:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_002,,,
,,2024-03-26T05:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_002,,,
,,2024-03-26T05:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_002,,,
,,2024-03-26T05:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_002,,,
,,2024-03-26T06:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_002,,,
,,2024-03-26T06:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_002,,,
,,2024-03-26T06:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_002,,,
,,2024-03-26T06:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_002,,,
,,2024-03-26T07:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_002,,,
,,2024-03-26T07:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_002,,,
,,2024-03-26T07:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_002,,,
,,2024-03-26T07:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_002,,,
,,2024-03-26T08:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_002,,,
,,2024-03-26T08:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_002,,,
,,2024-03-26T08:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_002,,,
,,2024-03-26T08:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_002,,,
,,2024-03-26T09:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_002,,,
,,2024-03-26T09:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_002,,,
,,2024-03-26T09:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_002,,,
,,2024-03-26T09:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_002,,,
,,2024-03-26T10:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_002,,,
,,2024-03-26T10:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_002,,,
,,2024-03-26T10:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_002,,,
,,2024-03-26T10:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_002,,,
,,2024-03-26T11:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_002,,,
,,2024-03-26T11:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_002,,,
,,2024-03-26T11:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_002,,,
,,2024-03-26T11:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_002,,,
,,2024-03-26T12:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_002,,,
,,2024-03-26T12:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_002,,,
,,2024-03-26T12:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_002,,,
,,2024-03-26T12:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_002,,,
,,2024-03-26T13:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_002,,,
,,2024-03-26T13:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_002,,,
,,2024-03-26T13:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_002,,,
,,2024-03-26T13:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_002,,,
,,2024-03-26T14:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_002,,,
,,2024-03-26T14:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_002,,,
,,2024-03-26T14:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_002,,,
,,2024-03-26T14:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_002,,,
,,2024-03-26T15:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_002,,,
,,2024-03-26T15:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_002,,,
,,2024-03-26T15:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_002,,,
,,2024-03-26T15:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_002,,,
,,2024-03-26T16:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_002,,,
,,2024-03-26T16:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_002,,,
23.497171495101767,,2024-03-26T16:30:00Z,2,0,2,2,2,2,0,0,0,2,68.39969554986651,5.241524820384277,,,,,,,27.236966171977123,62.656932896730275,,PS_002,,,1.61531215683915
23.475921630859375,,2024-03-26T16:45:00Z,1,0,1,1,1,1,0,0,0,1,80.4785385131836,7.567128658294678,,,,,,,26.792972564697266,75.51228332519531,,PS_002,,,1.7400929927825928
,,2024-03-26T17:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_002,,,
,,2024-03-26T17:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_002,,,
,,2024-03-26T17:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_002,,,
,,2024-03-26T17:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_002,,,
,,2024-03-26T18:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_002,,,
,,2024-03-26T18:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_002,,,
,,2024-03-26T18:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_002,,,
,,2024-03-26T18:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,PS_002,,,
