Date,my_shape1_temperature,my_shape2_temperature,my_shape3_temperature,my_shape4_temperature,my_shape5_temperature,my_shape6_temperature,my_shape7_temperature,my_shape8_temperature,my_shape9_temperature,my_shape10_temperature,my_shape11_temperature,my_shape12_temperature,my_shape13_temperature,my_shape14_temperature,my_shape15_temperature,my_shape16_temperature,my_shape17_temperature,my_shape18_temperature,my_shape19_temperature,my_shape20_temperature,my_shape21_temperature,my_shape22_temperature,my_shape23_temperature,my_shape24_temperature,my_shape25_temperature,my_shape26_temperature,my_shape27_temperature,my_shape28_temperature,my_shape29_temperature,my_shape30_temperature,my_shape31_temperature,my_shape32_temperature,my_shape33_temperature,my_shape34_temperature,my_shape35_temperature,my_shape36_temperature,my_shape37_temperature,my_shape38_temperature,my_shape39_temperature,my_shape40_temperature,my_shape41_temperature,my_shape42_temperature,my_shape43_temperature,my_shape44_temperature,my_shape45_temperature
2026-01-01 03:35:00,18.620414,18.153539,18.149021,18.355398,19.569393,15.932199,13.882402,15.431509,10.563019,11.78125,25.0,16.239166,-200.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,20.04811,19.853175,25.0,25.0,25.0,25.0,21.7626,25.0,18.146081,20.524252,17.264216,20.6
2026-01-01 03:40:00,18.659146,18.127161,18.12732,18.272139,19.58446,16.059159,14.075591,15.407284,10.435409,11.522485,25.0,16.508839,-200.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,20.07052,19.693713,25.0,25.0,25.0,25.0,21.678237,25.0,18.35016,20.608142,17.191478,20.6
2026-01-01 03:45:00,18.682429,18.110176,18.113562,18.200001,19.592574,16.11486,14.298544,15.398357,10.322686,11.311672,25.0,16.654047,-200.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,20.090971,19.511263,25.0,25.0,25.0,25.0,21.588663,25.0,18.455587,20.665942,17.157714,20.6
2026-01-01 03:50:00,18.685227,18.106589,18.110579,18.159043,19.568573,15.980557,14.616461,15.407592,10.238378,11.187017,25.0,16.471657,-200.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,20.107498,19.228785,25.0,25.0,25.0,25.0,21.485414,25.0,18.453164,20.692946,17.171166,20.6
2026-01-01 03:55:00,18.686713,18.104401,18.108808,18.124668,19.524001,15.731136,14.986011,15.430445,10.163538,11.085951,25.0,16.132933,-200.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,20.122622,18.910976,25.0,25.0,25.0,25.0,21.375655,25.0,18.446141,20.71143,17.204554,20.6
2026-01-01 04:00:00,18.689434,18.101677,18.106146,18.084402,19.5,15.596832,15.163376,15.459638,10.131242,11.0,25.0,15.950543,-200.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,20.129241,18.760094,25.0,25.0,25.0,25.0,21.32458,25.0,18.434881,20.741474,17.247428,20.6
2026-01-01 04:05:00,18.705232,18.09812,18.10109,18.024286,19.5,15.605479,15.143947,15.516517,10.182094,10.92983,25.0,15.975585,-200.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,20.121321,18.806369,25.0,25.0,25.0,25.0,21.396169,25.0,18.306026,20.854227,17.332524,20.577981
2026-01-01 04:10:00,18.731757,18.093601,18.093051,17.954772,19.5,15.627719,15.099695,15.590784,10.276533,10.869359,25.0,16.03829,-200.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,20.106343,18.904153,25.0,25.0,25.0,25.0,21.529121,25.0,18.074737,21.029717,17.444326,20.537088
2026-01-01 04:15:00,18.750265,18.086434,18.0813,17.9,19.5,15.658001,15.051675,15.627704,10.327385,10.8,25.0,16.120022,-200.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,20.097483,18.991889,25.0,25.0,25.0,25.0,21.60071,25.0,17.93416,21.151347,17.5,20.515069
2026-01-01 04:20:00,18.757961,18.050119,18.042283,17.867277,19.5,15.734243,15.010134,15.581461,10.228947,10.686667,25.0,16.291483,-200.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,20.096269,19.060007,25.0,25.0,25.0,25.0,21.557435,25.0,17.90724,21.189243,17.5,20.573841
