Date,     DNI
2016-01-01 00:00:00,0.0
2016-01-01 00:01:00,0.0
2016-01-01 00:02:00,0.0
2016-01-01 00:03:00,0.0
2016-01-01 00:04:00,0.0
2016-01-01 00:05:00,0.0
2016-01-01 00:06:00,0.0
2016-01-01 00:07:00,0.0
2016-01-01 00:08:00,0.0
2016-01-01 00:09:00,0.0
2016-01-01 00:10:00,0.0
2016-01-01 00:11:00,0.0
2016-01-01 00:12:00,0.0
2016-01-01 00:13:00,0.0
2016-01-01 00:14:00,0.0
2016-01-01 00:15:00,0.0
2016-01-01 00:16:00,0.0
2016-01-01 00:17:00,0.0
2016-01-01 00:18:00,0.0
2016-01-01 00:19:00,0.0
2016-01-01 00:20:00,0.0
2016-01-01 00:21:00,0.0
2016-01-01 00:22:00,0.0
2016-01-01 00:23:00,0.0
2016-01-01 00:24:00,0.0
2016-01-01 00:25:00,0.0
2016-01-01 00:26:00,0.0
2016-01-01 00:27:00,0.0
2016-01-01 00:28:00,0.0
2016-01-01 00:29:00,0.0
2016-01-01 00:30:00,0.0
2016-01-01 00:31:00,0.0
2016-01-01 00:32:00,0.0
2016-01-01 00:33:00,0.0
2016-01-01 00:34:00,0.0
2016-01-01 00:35:00,0.0
2016-01-01 00:36:00,0.0
2016-01-01 00:37:00,0.0
2016-01-01 00:38:00,0.0
2016-01-01 00:39:00,0.0
2016-01-01 00:40:00,0.0
2016-01-01 00:41:00,0.0
2016-01-01 00:42:00,0.0
2016-01-01 00:43:00,0.0
2016-01-01 00:44:00,0.0
2016-01-01 00:45:00,0.0
2016-01-01 00:46:00,0.0
2016-01-01 00:47:00,0.0
2016-01-01 00:48:00,0.0
2016-01-01 00:49:00,0.0
2016-01-01 00:50:00,0.0
2016-01-01 00:51:00,0.0
2016-01-01 00:52:00,0.0
2016-01-01 00:53:00,0.0
2016-01-01 00:54:00,0.0
2016-01-01 00:55:00,0.0
2016-01-01 00:56:00,0.0
2016-01-01 00:57:00,0.0
2016-01-01 00:58:00,0.0
2016-01-01 00:59:00,0.0
2016-01-01 01:00:00,0.0
2016-01-01 01:01:00,0.0
2016-01-01 01:02:00,0.0
2016-01-01 01:03:00,0.0
2016-01-01 01:04:00,0.0
2016-01-01 01:05:00,0.0
2016-01-01 01:06:00,0.0
2016-01-01 01:07:00,0.0
2016-01-01 01:08:00,0.0
2016-01-01 01:09:00,0.0
2016-01-01 01:10:00,0.0
2016-01-01 01:11:00,0.0
2016-01-01 01:12:00,0.0
2016-01-01 01:13:00,0.0
2016-01-01 01:14:00,0.0
2016-01-01 01:15:00,0.0
2016-01-01 01:16:00,0.0
2016-01-01 01:17:00,0.0
2016-01-01 01:18:00,0.0
2016-01-01 01:19:00,0.0
2016-01-01 01:20:00,0.0
2016-01-01 01:21:00,0.0
2016-01-01 01:22:00,0.0
2016-01-01 01:23:00,0.0
2016-01-01 01:24:00,0.0
2016-01-01 01:25:00,0.0
2016-01-01 01:26:00,0.0
2016-01-01 01:27:00,0.0
2016-01-01 01:28:00,0.0
2016-01-01 01:29:00,0.0
2016-01-01 01:30:00,0.0
2016-01-01 01:31:00,0.0
2016-01-01 01:32:00,0.0
2016-01-01 01:33:00,0.0
2016-01-01 01:34:00,0.0
2016-01-01 01:35:00,0.0
2016-01-01 01:36:00,0.0
2016-01-01 01:37:00,0.0
2016-01-01 01:38:00,0.0
2016-01-01 01:39:00,0.0
2016-01-01 01:40:00,0.0
2016-01-01 01:41:00,0.0
2016-01-01 01:42:00,0.0
2016-01-01 01:43:00,0.0
2016-01-01 01:44:00,0.0
2016-01-01 01:45:00,0.0
2016-01-01 01:46:00,0.0
2016-01-01 01:47:00,0.0
2016-01-01 01:48:00,0.0
2016-01-01 01:49:00,0.0
2016-01-01 01:50:00,0.0
2016-01-01 01:51:00,0.0
2016-01-01 01:52:00,0.0
2016-01-01 01:53:00,0.0
2016-01-01 01:54:00,0.0
2016-01-01 01:55:00,0.0
2016-01-01 01:56:00,0.0
2016-01-01 01:57:00,0.0
2016-01-01 01:58:00,0.0
2016-01-01 01:59:00,0.0
2016-01-01 02:00:00,0.0
2016-01-01 02:01:00,0.0
2016-01-01 02:02:00,0.0
2016-01-01 02:03:00,0.0
2016-01-01 02:04:00,0.0
2016-01-01 02:05:00,0.0
2016-01-01 02:06:00,0.0
2016-01-01 02:07:00,0.0
2016-01-01 02:08:00,0.0
2016-01-01 02:09:00,0.0
2016-01-01 02:10:00,0.0
2016-01-01 02:11:00,0.0
2016-01-01 02:12:00,0.0
2016-01-01 02:13:00,0.0
2016-01-01 02:14:00,0.0
2016-01-01 02:15:00,0.0
2016-01-01 02:16:00,0.0
2016-01-01 02:17:00,0.0
2016-01-01 02:18:00,0.0
2016-01-01 02:19:00,0.0
2016-01-01 02:20:00,0.0
2016-01-01 02:21:00,0.0
2016-01-01 02:22:00,0.0
2016-01-01 02:23:00,0.0
2016-01-01 02:24:00,0.0
2016-01-01 02:25:00,0.0
2016-01-01 02:26:00,0.0
2016-01-01 02:27:00,0.0
2016-01-01 02:28:00,0.0
2016-01-01 02:29:00,0.0
2016-01-01 02:30:00,0.0
2016-01-01 02:31:00,0.0
2016-01-01 02:32:00,0.0
2016-01-01 02:33:00,0.0
2016-01-01 02:34:00,0.0
2016-01-01 02:35:00,0.0
2016-01-01 02:36:00,0.0
2016-01-01 02:37:00,0.0
2016-01-01 02:38:00,0.0
2016-01-01 02:39:00,0.0
2016-01-01 02:40:00,0.0
2016-01-01 02:41:00,0.0
2016-01-01 02:42:00,0.0
2016-01-01 02:43:00,0.0
2016-01-01 02:44:00,0.0
2016-01-01 02:45:00,0.0
2016-01-01 02:46:00,0.0
2016-01-01 02:47:00,0.0
2016-01-01 02:48:00,0.0
2016-01-01 02:49:00,0.0
2016-01-01 02:50:00,0.0
2016-01-01 02:51:00,0.0
2016-01-01 02:52:00,0.0
2016-01-01 02:53:00,0.0
2016-01-01 02:54:00,0.0
2016-01-01 02:55:00,0.0
2016-01-01 02:56:00,0.0
2016-01-01 02:57:00,0.0
2016-01-01 02:58:00,0.0
2016-01-01 02:59:00,0.0
2016-01-01 03:00:00,0.0
2016-01-01 03:01:00,0.0
2016-01-01 03:02:00,0.0
2016-01-01 03:03:00,0.0
2016-01-01 03:04:00,0.0
2016-01-01 03:05:00,0.0
2016-01-01 03:06:00,0.0
2016-01-01 03:07:00,0.0
2016-01-01 03:08:00,0.0
2016-01-01 03:09:00,0.0
2016-01-01 03:10:00,0.0
2016-01-01 03:11:00,0.0633333333333333
2016-01-01 03:12:00,0.2399999999999999
2016-01-01 03:13:00,0.5099999999999998
2016-01-01 03:14:00,0.853333333333333
2016-01-01 03:15:00,1.2499999999999996
2016-01-01 03:16:00,1.6799999999999995
2016-01-01 03:17:00,2.1233333333333326
2016-01-01 03:18:00,2.559999999999999
2016-01-01 03:19:00,2.969999999999999
2016-01-01 03:20:00,3.333333333333333
2016-01-01 03:21:00,3.653809523809524
2016-01-01 03:22:00,3.954285714285714
2016-01-01 03:23:00,4.243333333333332
2016-01-01 03:24:00,4.529523809523809
2016-01-01 03:25:00,4.821428571428572
2016-01-01 03:26:00,5.127619047619048
2016-01-01 03:27:00,5.456666666666666
2016-01-01 03:28:00,5.817142857142857
2016-01-01 03:29:00,6.217619047619048
2016-01-01 03:30:00,6.666666666666667
2016-01-01 03:31:00,7.193406593406594
2016-01-01 03:32:00,7.814652014652015
2016-01-01 03:33:00,8.520512820512819
2016-01-01 03:34:00,9.3010989010989
2016-01-01 03:35:00,10.146520146520146
2016-01-01 03:36:00,11.046886446886443
2016-01-01 03:37:00,11.992307692307692
2016-01-01 03:38:00,12.972893772893771
2016-01-01 03:39:00,13.978754578754575
2016-01-01 03:40:00,15.0
2016-01-01 03:41:00,16.07076923076923
2016-01-01 03:42:00,17.225413105413104
2016-01-01 03:43:00,18.45435897435897
2016-01-01 03:44:00,19.748034188034183
2016-01-01 03:45:00,21.09686609686609
2016-01-01 03:46:00,22.49128205128205
2016-01-01 03:47:00,23.9217094017094
2016-01-01 03:48:00,25.378575498575497
2016-01-01 03:49:00,26.85230769230769
2016-01-01 03:50:00,28.33333333333333
2016-01-01 03:51:00,29.849999999999994
2016-01-01 03:52:00,31.429629629629623
2016-01-01 03:53:00,33.06111111111111
2016-01-01 03:54:00,34.73333333333333
2016-01-01 03:55:00,36.43518518518518
2016-01-01 03:56:00,38.15555555555555
2016-01-01 03:57:00,39.883333333333326
2016-01-01 03:58:00,41.60740740740741
2016-01-01 03:59:00,43.31666666666667
2016-01-01 04:00:00,45.0
2016-01-01 04:01:00,46.62380952380952
2016-01-01 04:02:00,48.180952380952384
2016-01-01 04:03:00,49.7
2016-01-01 04:04:00,51.2095238095238
2016-01-01 04:05:00,52.73809523809523
2016-01-01 04:06:00,54.31428571428571
2016-01-01 04:07:00,55.96666666666666
2016-01-01 04:08:00,57.72380952380951
2016-01-01 04:09:00,59.61428571428571
2016-01-01 04:10:00,61.66666666666666
2016-01-01 04:11:00,64.24238095238094
2016-01-01 04:12:00,67.5295238095238
2016-01-01 04:13:00,71.29666666666667
2016-01-01 04:14:00,75.31238095238095
2016-01-01 04:15:00,79.34523809523809
2016-01-01 04:16:00,83.16380952380953
2016-01-01 04:17:00,86.53666666666669
2016-01-01 04:18:00,89.23238095238096
2016-01-01 04:19:00,91.01952380952385
2016-01-01 04:20:00,91.66666666666669
2016-01-01 04:21:00,91.66666666666669
2016-01-01 04:22:00,91.66666666666669
2016-01-01 04:23:00,91.66666666666669
2016-01-01 04:24:00,91.66666666666669
2016-01-01 04:25:00,91.66666666666669
2016-01-01 04:26:00,91.66666666666669
2016-01-01 04:27:00,91.66666666666669
2016-01-01 04:28:00,91.66666666666669
2016-01-01 04:29:00,91.66666666666669
2016-01-01 04:30:00,91.66666666666669
2016-01-01 04:31:00,92.88
2016-01-01 04:32:00,96.17333333333336
2016-01-01 04:33:00,101.02666666666669
2016-01-01 04:34:00,106.92
2016-01-01 04:35:00,113.33333333333331
2016-01-01 04:36:00,119.74666666666666
2016-01-01 04:37:00,125.64
2016-01-01 04:38:00,130.4933333333333
2016-01-01 04:39:00,133.7866666666667
2016-01-01 04:40:00,135.0
2016-01-01 04:41:00,135.0
2016-01-01 04:42:00,135.0
2016-01-01 04:43:00,135.0
2016-01-01 04:44:00,135.0
2016-01-01 04:45:00,135.0
2016-01-01 04:46:00,135.0
2016-01-01 04:47:00,135.0
2016-01-01 04:48:00,135.0
2016-01-01 04:49:00,135.0
2016-01-01 04:50:00,135.0
2016-01-01 04:51:00,135.84
2016-01-01 04:52:00,138.12
2016-01-01 04:53:00,141.48
2016-01-01 04:54:00,145.56
2016-01-01 04:55:00,150.0
2016-01-01 04:56:00,154.44
2016-01-01 04:57:00,158.51999999999998
2016-01-01 04:58:00,161.88000000000002
2016-01-01 04:59:00,164.16
2016-01-01 05:00:00,165.0
2016-01-01 05:01:00,164.16
2016-01-01 05:02:00,161.88
2016-01-01 05:03:00,158.52
2016-01-01 05:04:00,154.44
2016-01-01 05:05:00,150.0
