date,PVSimulator-0.PVPanel_0-irradiance,PVSimulator-0.PVPanel_0-P_dc,PVSimulator-0.PVPanel_0-temperature,InverterSim-0.Inverter_0-Q_ac,InverterSim-0.Inverter_0-P_ac,DSS-0.PVSystem-pv-Q_meas,DSS-0.PVSystem-pv-P_meas,DSS-0.PVSystem-pv-P1,DSS-0.PVSystem-pv-Q1,DSS-0.PVSystem-pv-Q2,DSS-0.PVSystem-pv-P3,DSS-0.PVSystem-pv-P2,DSS-0.PVSystem-pv-Q3,DSS-0.Bus-149-V3_pu,DSS-0.Bus-97-V3_pu,DSS-0.Bus-149-V2_pu,DSS-0.Bus-97-V2_pu,DSS-0.Bus-149-V1_pu,DSS-0.Bus-97-V1_pu,DSS-0.Line-l115-I3_A,DSS-0.Line-l115-I1_ang,DSS-0.Line-l115-Q1_var,DSS-0.Line-l115-P3_w,DSS-0.Line-l115-P2_w,DSS-0.Line-l115-I1_A,DSS-0.Line-l115-P1_w,DSS-0.Line-l115-Q3_var,DSS-0.Line-l115-I2_A,DSS-0.Line-l115-Q2_var,DSS-0.Line-l115-I2_ang,DSS-0.Line-l115-I3_ang
2026-01-01 03:55:00,0.0,0.0,25.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.0000031421065545,1.0070187317896269,1.0000032378320836,1.0109602896090166,1.000001472271512,0.999748841993313,109.7819694181531,10.971956640560471,-66.52435570984655,225.34537098169815,185.62589869526104,145.52094384506032,343.11998246388015,-136.90409255651718,96.95651942691204,-140.60888670340265,-82.85685699965765,151.2796366601819
2026-01-01 04:00:00,0.0,0.0,25.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.0000030176977002,1.005997851645284,1.0000031947334713,1.0105670611229374,1.0000014836947233,1.0008540307556066,112.24799509142647,11.003836409123998,-67.02969036863722,235.25357074791887,185.36203298393477,146.20675809331013,344.6998047722262,-131.67186578605097,96.40551999648169,-138.7593174521697,-83.1822584878889,149.2355051658131
2026-01-01 04:05:00,0.0,0.0,25.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.000002950297532,1.005659890102121,1.0000031026302518,1.010346294483459,1.0000013281770428,1.0011106648315355,113.8563958637226,9.547351818665948,-60.51620356374966,241.2032620540238,188.33339384020678,151.90359569399257,359.7851199668356,-128.84305933819036,96.44025039791057,-134.84209273313766,-84.39851869817987,148.10938128082742
2026-01-01 04:10:00,0.0,0.0,25.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.0000030388922116,1.0058018994707127,1.0000031317298996,1.0103348477134042,1.0000013416913744,1.0011146285546708,112.10101828917873,9.666010902132307,-61.08364535533602,234.34256885013764,191.2599738958167,151.46338880760146,358.61675765220184,-132.57101093554863,97.7407363397059,-136.11839517766464,-84.56106353961128,149.49715944739205
2026-01-01 04:15:00,0.0,0.0,25.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.0000031745499205,1.0063643823019206,1.0000032827429006,1.0114977960684601,1.000001309079525,1.0002612080536404,109.23829157271976,9.45134418463403,-59.68510488418295,222.97441153623322,186.25891876894403,151.3252004407151,358.51569480630496,-138.27068446389023,97.65323211624921,-142.53980876002913,-82.57422427212273,151.80354046085563
2026-01-01 04:20:00,0.0,0.0,25.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.0000032941751016,1.0070812312465225,1.0000032666097651,1.0109229415890535,1.000001792315151,1.0004195853057058,105.1597052117165,13.774629794357232,-80.07416767274776,208.01991909273633,184.52865830675802,140.0166813150634,326.61710224528986,-143.247430308481,96.9020257901141,-141.83113606342243,-82.45389854014108,154.5519361561477
2026-01-01 04:25:00,0.0,0.0,25.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.0000032693835939,1.0069084806862996,1.0000032530374452,1.0111030549430136,1.0000016087551808,1.0003706014335063,105.50262829730423,12.046994277133686,-72.33101941268802,209.73169796349057,184.94725793323423,144.28582892182584,338.91038172464766,-142.202151695605,96.89415494286915,-141.25370145066452,-82.62942169409632,154.13774829186636
2026-01-01 04:30:00,0.0,0.0,25.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.0000031257637327,1.006168889540104,1.0000031534365428,1.0106220819703073,1.000001620814598,1.0007173525379465,108.8079032037565,12.159466843656555,-72.83908387891084,223.04667557757486,184.90096254387154,143.97534806532806,338.03877144288697,-136.18074534453442,95.81030982747262,-136.9849839934308,-83.46713045504438,151.4057768477035
2026-01-01 04:35:00,0.0,0.0,25.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.0000028396329323,1.0041578687463388,1.0000031027999483,1.0102205922210872,1.0000015892485818,1.001666712042335,113.8876846027153,11.835541229530616,-71.51870396765842,243.74850610296366,187.92944299628385,145.17680565118496,341.26943721437846,-124.12615590545845,96.30433369750178,-134.8453235250851,-84.3396163062453,146.98662456856349
2026-01-01 04:40:00,0.0,0.0,25.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.0000027518457195,1.0040359807008026,1.0000030876542945,1.0108687012076585,1.000001441041089,1.000464194331215,116.89341385757551,10.509345016307794,-65.27336776290059,253.59577621086453,186.99576357427114,148.993862775655,351.8471475686296,-120.46269354133717,95.82867732318749,-134.18693742997473,-84.33727724915643,145.40824380421694
2026-01-01 04:45:00,0.0,0.0,25.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.0000025867547229,1.0040901578089305,1.000002459160597,1.0052642607294948,1.0000013304171633,1.0005874747686758,123.24467265963027,9.844303207084302,-60.500625296497155,273.34677097920115,241.82219877074994,147.327125049328,348.63684390201394,-113.58559423335402,110.23591384770167,-107.8023016967436,-95.97341407807258,142.5643070395333
2026-01-01 04:50:00,0.0,0.0,25.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.0000020803453753,0.999013944138854,1.0000026390582202,1.0095981406065428,1.000000446255976,0.9952321418440265,135.20119946796754,3.239065307475459,-23.229502400647085,311.34040139861133,237.56566619663786,171.14639829303255,410.3987914590347,-92.26437923387415,109.97707104173939,-115.4689579277054,-94.07821751424272,136.50654433475498
2026-01-01 04:55:00,0.0,0.0,25.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.0000022117850011,1.0019251850441746,1.0000023123112554,1.0034088588295484,1.0000014074956483,1.002391090791535,130.86193671273904,10.072222494336808,-63.9155519326279,298.70820552702634,248.9834534318945,152.1560247629012,359.8126221717985,-97.77061257896864,111.96178769507497,-101.58094703092787,-97.80572340002756,138.12346297179988
2026-01-01 05:00:00,0.0004182600307717,0.33460802461736,25.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.0000020619376282,1.0038715627243886,1.0000025998764657,1.0061754705521007,1.000001122733431,0.9991774527659751,131.84446052233176,7.9920570808259965,-51.80399906543759,303.18600812188953,243.83553114240328,155.12319101839253,368.95264467598474,-91.39394073221115,112.0443557441038,-113.852615824273,-94.97133665980715,136.77476971563462
2026-01-01 05:05:00,0.005940999620773,4.7527996966184,25.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.000002244198331,1.002189656962997,1.0000020695713028,1.0123947486734972,0.999999093826269,0.987506561057601,121.07021620311797,-3.743151654805275,33.680392496751764,273.4464486550359,291.0831111658398,214.84177577939815,514.9012293928419,-98.90685001768121,127.05381726948276,-91.59995707038811,-102.53229968329651,139.88492561879994
2026-01-01 05:10:00,0.0098291107231325,7.863288578506,25.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.0000018257477739,1.0004103221055145,1.000002567686463,1.016282995474741,0.9999981800377176,0.9795776416728421,149.94212023789242,-7.427114669318354,72.43080722351098,350.7271964793633,231.83369541825638,233.32109582102686,555.683619882185,-81.74816293500885,107.26359263079489,-112.35307568302974,-94.14418881955731,133.11988953541382
2026-01-01 05:15:00,0.0100382407385083,8.03059259080664,25.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.0000018692213266,1.0036150695129096,1.0000010945015145,1.002957252470246,0.9999985151532178,0.9881628405047318,156.63901165002068,-6.657088064030236,58.60571577827691,366.7673615534145,330.25350482004876,210.50740672002706,502.18298757998286,-83.77169117397382,139.08355238618742,-50.206858070802134,-111.35622788487728,132.8654760359688
2026-01-01 05:20:00,0.0100382407385083,8.03059259080664,25.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.0000010841108813,0.9956881053151408,1.0000023383112382,1.0074073686816414,1.0000003985117056,1.0005680524560163,162.49055150607225,2.9179467006060054,-21.247194270390487,387.00759887092516,254.72922980814334,173.74761278431956,416.76195071909893,-50.3296008020555,114.36200275167201,-102.75262886042594,-98.03218848338004,127.40910381927905
2026-01-01 05:25:00,0.0100382407385083,8.03059259080664,25.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.0000012509603455,0.9977043220913882,1.0000026897879384,1.011238065481477,1.0000000697564755,0.9943723953809507,146.51009520610452,0.9571448315071865,-7.445213372234706,347.2243952986501,239.38442399784242,185.45539831948864,445.36033599318097,-57.08149388194221,111.05820339219174,-117.66110292351273,-93.8254995959508,129.33509757718932
2026-01-01 05:30:00,0.0100382407385083,8.03059259080664,25.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.000002021537195,1.0032313665046542,1.0000015933529518,1.002580291281725,1.000000561005041,0.996667590484408,137.305851769679,3.8558666287094314,-28.230979368573042,317.31567603837937,291.2136458504787,174.76661921027372,418.8002678060159,-89.80404117433172,124.81979335932901,-71.19366215710454,-106.26261739651807,135.8017069659375
2026-01-01 05:35:00,0.0100382407385083,8.03059259080664,25.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.000000912168406,1.000598593984051,1.000000309532187,0.9991673561497578,0.9999991498581927,0.9916776667396967,160.29567843454038,-3.557294980963105,31.37971881890506,382.5952831101199,367.7786049818148,210.61086680240035,504.8656742923342,-42.917121152262055,153.29007386139503,-16.943843644942334,-117.36269643503779,126.3998109080003
2026-01-01 05:40:00,0.0102473707539176,8.19789660313408,25.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.0000024047995424,1.0047218154661106,1.0000013001137817,1.002782946708987,1.000000553311821,0.9945770647769866,126.38538653057283,3.6417178000569734,-28.133072919255017,284.4785439138382,275.9140790437542,184.38373859528377,441.95437466016176,-105.8995664365363,117.43048895034558,-58.474263428270845,-108.0347627534397,140.41783052332235
2026-01-01 05:45:00,0.016935263426666,13.5482107413328,25.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.0000020761292454,1.0009579681381668,1.000001405732612,1.0053690850088581,1.000000407249687,0.9955095571040009,133.83393033780732,2.7316305959187477,-22.081524168870853,307.9779568302016,248.73624625322697,192.86927759600087,462.70260884104937,-92.05005458931966,106.8057762414507,-62.72844564857364,-105.84612962630545,136.64021410866462
2026-01-01 05:50:00,0.0200081944557777,16.00655556462216,25.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.0000017821089469,1.0013948620717197,1.0000014354076154,1.0057145733471535,1.0000004121141755,0.9968730746680213,143.21941289303885,3.046065199235501,-21.748697535836005,334.6171655121143,294.6473246603408,170.37683864022176,408.6289989807876,-79.7168590958169,125.58007160417245,-64.45952355684742,-107.66030146047089,133.39952006857897
2026-01-01 05:55:00,0.0232134322921475,18.570745833718,25.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.0000023983407609,1.0030257654681507,1.0000011501189177,1.005372092932455,1.0000004752058114,0.9921819916966617,127.27350055193409,3.16989719706401,-24.853281789585434,286.8468395351559,273.8001649191405,187.09738809169463,448.67862806144603,-105.64648382771362,116.0385507901859,-52.025320520268025,-109.24173534878385,140.21850681329113
2026-01-01 06:00:00,0.023354274981791,18.6834199854328,25.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.0000021857124395,1.0027185969083914,1.0000022201470327,1.0077727189475036,1.0000006686446052,0.9949297929311832,132.89567485721045,4.669819756329022,-32.65242443274164,304.1834272560704,252.65239108302183,166.96915969407425,399.6914386715374,-96.70810329907678,112.7800712407481,-97.66809930295722,-98.86528047113839,137.63645383632672
2026-01-01 06:05:00,0.0233528523283525,18.682281862682,25.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.0000016396854507,0.9985480267115531,1.0000018340292383,1.0061455573473308,1.0000004150981734,0.9945301803071327,147.5421134115194,2.9930040409582035,-21.996644157492486,346.60800290742424,280.5380953827525,175.36981638892462,420.62462071337313,-73.73352567718246,121.62181730352714,-81.40064293824302,-103.8198161223008,132.0089805454374
2026-01-01 06:10:00,0.0303878726791428,24.31029814331424,25.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.000001828844822,1.0028501768105658,1.0000013973337294,1.0001427548112949,1.0000004839821781,0.9951321525937483,143.23912384104923,3.4780605970528184,-24.82627382264429,334.18350527837583,308.10228564502864,170.35808090517847,408.4084667599103,-81.71531268983516,130.93198178639463,-62.96257183643,-108.45069760535972,133.7400285297606
2026-01-01 06:15:00,0.0371554339670341,29.72434717362728,25.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.0000021865792506,1.0048132542241124,1.0000014040651115,1.002320237768838,1.0000004046065556,0.9930752694366806,132.66870874644192,2.90042410332733,-21.604101737143516,303.6013896393329,295.4918289961131,177.73160167766818,426.32482182643236,-96.73942465637613,125.80632376561469,-63.12484099081386,-107.94176389173334,137.67353140684747
2026-01-01 06:20:00,0.0488937453790626,39.11499630325008,25.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.0000022675884122,1.0053167632509319,1.0000011741639594,1.0004167445258578,1.0000005692639498,0.9938948523224783,129.57394568702034,3.8427319387001173,-28.663742832445813,294.66316316563103,309.3741769597851,178.05071174629404,426.67665105631175,-100.12150491169207,130.71594723087244,-53.41171486972619,-110.20517719959385,138.76648733945007
2026-01-01 06:25:00,0.0610488937994654,48.83911503957232,25.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.000002028513302,1.0040664832719681,1.0000013507789278,1.0011281427221832,0.9999999094309261,0.9939793990288451,136.98929216519068,0.1073291786190766,-0.9005727094984403,316.44295237891845,292.54943081365514,198.98180381378617,477.90905185866814,-90.09425785997595,124.4089779120957,-60.81190182300045,-108.25761351754,135.89172288527928
2026-01-01 06:30:00,0.0755258111435916,60.420648914873276,25.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.0000006972731676,0.9900296291373717,1.000002068791369,1.0058163948051915,0.9999996281166033,0.998682976169311,176.82734932509044,-1.3684693688239462,11.230522480953788,423.32771026181865,249.81398724922093,195.8825667521119,470.3320307231596,-34.115844317131675,110.7197899223661,-91.153581600008,-99.95402620270136,124.60692449487786
2026-01-01 06:35:00,0.0895247205218505,71.6197764174804,25.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.0000015441935401,1.0006730363702505,1.0000010013528315,1.0001460163418414,0.9999993655162955,0.9924642585021477,149.51261070240096,-2.4865834806585814,22.096917579270453,352.26765283296686,324.0049545555277,212.11624838581426,508.9761920035224,-69.6980121502746,136.26376849202944,-46.15258822426747,-111.89352611189376,131.1912543879765
2026-01-01 06:40:00,0.1081671679509979,86.53373436079832,25.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.0000011543606953,0.9997517603156238,1.0000006803877017,1.001226743436061,0.9999987481315262,0.9893006343600396,158.39680919395414,-4.8747055940296145,48.012443937415235,376.6909602014388,333.66361442968133,235.2809784201679,563.0484048045845,-53.23678528794804,139.58079241800908,-32.49481175668152,-114.43806967768566,128.04368947466665
2026-01-01 06:45:00,0.1262448205475878,100.99585643807023,25.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.000000916367571,0.9969038775571866,1.0000009140426285,1.0028954430049875,0.9999994714767707,0.9919175873940019,167.86180705478213,-1.9634546382941855,17.530518936528416,400.8372673351326,309.5153315139231,213.10824596370878,511.53793943842106,-43.279656334434435,130.06516986753968,-42.26604748706981,-112.22445149973312,126.1619944213087
2026-01-01 06:50:00,0.1401256473977826,112.10051791822609,25.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.0000009052291612,0.9971803976623602,1.0000014297145476,1.0061279822372537,0.9999987474387185,0.9899183581928924,168.86859985192135,-5.0268761908815245,48.19311380613744,403.3176323837056,300.2012230901432,229.03278907146085,547.969850287084,-42.82716482036788,127.8235671643757,-64.27113375469527,-107.91617453611538,126.06082385603588
2026-01-01 06:55:00,0.1610215759536925,128.817260762954,25.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.000001105243659,0.9991715294902941,1.0000016300484136,1.0057946996315508,0.9999993237327979,0.9914771807782813,160.76651408014442,-2.6616355835201615,23.84628119656322,382.71720050781096,288.2200091536656,213.86037144715155,513.090761552459,-51.192269434304414,123.76496364566718,-72.73623208124982,-105.83675704017425,127.61815128601872
2026-01-01 07:00:00,0.1852891980726047,148.23135845808375,25.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.0000001495246986,0.9972761552077316,1.000001186016314,0.9997732504693654,1.0000001838828378,0.9974435030013108,188.16088113376608,1.5602664364097054,-12.452159626484464,451.78842367720864,321.3838611935491,190.33533013100157,456.9735008885582,-10.927893771816045,135.68916423243343,-54.03981394011858,-110.45558936227138,121.38500042486784
2026-01-01 07:05:00,0.2078055282878047,165.69027455480963,25.83333333333333,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.00000043013816,0.9952260787007562,1.0000017367981946,1.0057788481887087,0.9999995967881242,0.9969366585997483,175.3112273909701,-1.4272938949681917,12.326572481529757,420.4495996719121,296.88420551504777,206.1414169299954,494.95206874847486,-22.63940579763637,127.74148971441973,-77.39752881025836,-105.3886538552239,123.08159282234433
2026-01-01 07:10:00,0.2263483902492961,179.87152078477394,26.666666666666668,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.0000002133507282,0.9892572862463287,1.000001224471738,1.0051235237072191,0.9999991480399479,0.9949289150040572,181.36982449507067,-3.216979685803139,30.990681481696182,435.40077883130095,290.7600656480977,229.98563402983555,551.50371877632,-13.499004499747855,123.23665399558122,-55.381302523562645,-109.21638960455937,121.77522597027699
2026-01-01 07:15:00,0.2467734226740744,195.44455075786692,27.5,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.9999985101125866,0.9776595064842374,1.000001917131136,1.009253361563485,0.9999987272457663,0.9981588780446745,238.23125525754747,-4.988859335862285,48.93166696576053,569.2149264282783,263.8212390859218,234.31126955714905,560.6314137745932,58.15056629833812,115.37820829013849,-84.7945715168562,-102.18247127887284,114.16618231856691
2026-01-01 07:20:00,0.2662523888768188,210.16188562010228,28.33333333333333,0.0,189.46604321459853,0.0003170671247114568,189.4667495863683,63.15374007845493,0.0004400461257880579,-0.00160790059754072,63.15803991609733,63.154969591816055,0.001484921596464119,0.9999999886960161,0.9941487277084319,1.0000001830521392,1.0003555222695522,0.9999994166751905,0.9963287081876435,166.15734091413563,-2.3284483669652745,20.05977553755274,399.05747639654214,261.68845527924424,205.6326848604405,493.4760433647684,-3.508020211199939,109.04319717367494,-10.462072808680023,-117.71093468142378,120.50312712322271
2026-01-01 07:25:00,0.2859504468806434,224.94768487943946,29.166666666666668,0.0,203.29470498500527,-0.00020455952024485665,203.29435646443716,67.7643007445605,-0.00030082323427404843,-0.00016823638033383758,67.76503590317942,67.76501981669725,0.00026450009436302936,0.9999999820807731,0.9950293041610981,0.9999990394185747,0.9993832878746863,0.9999990657801899,0.9920300804186855,147.91931668620566,-3.441620287401884,34.3222331682966,355.2582988024855,280.5876007193956,238.100473357994,570.8328263043746,-2.7861579109887535,117.91165613266993,38.35724659218224,-127.78464490902762,120.4488651228098
2026-01-01 07:30:00,0.3060639182892509,239.9541119387727,30.0,0.0,217.39677376218103,-0.000133110146042327,217.39679757403078,72.46481769831071,-0.0005842501582487785,-4.9487059197417695e-05,72.4655249679177,72.46645490780237,0.0005006270714038692,1.0000011126815034,1.00175250510479,1.0000016284712656,1.0136278995099768,0.9999984699231392,0.9883859797409692,124.8502656025801,-6.8104532491275345,60.49946141808613,295.55616614929215,213.45533176031614,212.43799290553727,506.62841982565806,-50.6387050665,93.78289029948853,-71.9205601637044,-101.37981725481814,129.72189709793295
2026-01-01 07:35:00,0.325963992032081,254.68653244106596,30.83333333333333,0.0,231.30706769475552,0.00020679950747489785,231.30735634616556,77.10317397805018,0.00036782941062756436,0.00023166953329200625,77.10220956779196,77.10197280032342,-0.00039269943644467276,1.0000010287846615,1.0003976823981102,1.000002127644916,1.0138179357930053,0.9999991485224855,0.9942287608784679,125.67957799672087,-4.074805658402353,31.994426522391905,298.16218288540017,185.17312360828285,187.49416191749734,449.1807905403091,-47.069519328541645,86.28095039577691,-93.0289225323154,-93.32580302324666,128.97059241174205
2026-01-01 07:40:00,0.3539333493559662,275.59610136517904,31.666666666666668,0.0,251.1615898508587,-0.0001702853059118752,251.16138871325467,83.71984716872107,-0.000314393249116165,-0.0001817345178424148,83.7206499696469,83.72089157488669,0.00032584246104670457,1.000001700406536,1.0044436552717755,1.0000023703296705,1.0158038718867375,0.9999990812208898,0.9900928242147664,105.53153466725209,-4.340097230061143,34.78608101451019,242.02351402281457,168.47248988211024,191.41366829335914,458.414597185278,-75.28906801726697,82.27243517974044,-103.2617352520055,-88.49487145603948,137.27963341841152
2026-01-01 07:45:00,0.3735759285604019,289.8949205628719,32.5,0.0,264.81444063492165,0.00015683545174624672,264.81829529575344,88.27327634606385,0.0008286641644031079,-0.0004202441752931918,88.27482858170507,88.27019036798453,-0.00025158453736366936,1.000002391152505,1.0062703453329769,1.0000024992471324,1.0151311666022642,0.9999992285877913,0.9921717224565231,90.09202243958784,-3.7595095239645984,28.688683320436034,189.54921772682184,164.69200947698567,182.200128517097,436.66235497683687,-104.36492241598926,82.17093226374813,-108.74848067236424,-86.56287034040206,148.8367222843446
2026-01-01 07:50:00,0.3936765878170876,304.443227911881,33.333333333333336,0.0,278.76846013654733,0.0011437839471846018,278.7663932739623,92.9249164287112,-0.00013963899415011838,0.0008387698661972536,92.92001069746725,92.92146614778387,0.00044465307513746666,1.0000013714101315,1.0030707713271458,1.0000023451905058,1.0144457301531427,0.9999986982254734,0.9930563808240537,114.31516407449645,-6.258618965241735,51.12091815685369,267.59577844484676,165.59860962175364,195.26197085059226,466.18056389347356,-61.44631932535583,81.01193972089257,-102.1556840442102,-88.33031278054024,132.93192433712844
2026-01-01 07:55:00,0.41296208466619,318.2561132494104,34.166666666666664,0.0,292.07586157008035,-0.00019424475316986902,292.07540698597086,97.35908752964362,0.0008646752800989361,-0.0005245995918739937,97.35944170411817,97.35687775220907,-0.0005343204413948115,1.0000005214334138,1.007076302138946,1.0000012012039063,1.0035369719461587,1.0000002251262696,0.9995142593507673,141.24578057843792,2.151465202112973,-13.147832226631866,338.2639641204861,228.48465581863533,145.7865008169128,349.8998266003052,-25.729127790389814,97.72930269071063,-53.76106459893466,-106.75979361275114,124.34921952150934
2026-01-01 08:00:00,0.431439488401718,331.3455270925194,35.0,0.0,304.7390873191248,-3.637777205631205e-05,304.739072413008,101.57898655799028,-0.0005307595225390287,5.4247685679001734e-05,101.57946734052864,101.58061851448909,0.00044013406480371487,1.0000014270758564,1.0078266093182922,1.000001667591239,1.0075768924835398,0.9999993542170652,0.9946934044050604,114.75871172912126,-3.215018512158961,23.489417795785755,268.13073946387533,201.15667671094715,174.41439857420843,418.2451561783469,-63.837138796571075,89.16513994953415,-73.47393923018655,-99.93518112854659,133.3914279026179
2026-01-01 08:05:00,0.4508843295340413,345.67798597609834,35.416666666666664,0.0,318.6638382974793,-6.316600039599507e-05,318.6638082376857,106.2208598153188,-0.00027098793596405814,-4.597323006601073e-05,106.22113665758789,106.22181176477903,0.0002537951656340738,1.000002224643921,1.0063195172882502,1.00000212948249,1.013732894635338,0.9999986198535602,0.9919315676050634,84.18490542751846,-6.389143540613049,54.29197477015217,177.3485263557621,161.34809729683337,203.15513156427232,484.9027481830904,-97.10738842604698,77.51176315681607,-92.8693218547551,-90.0761911985879,148.70272099985192
2026-01-01 08:10:00,0.4674055878549461,357.72107657165213,35.833333333333336,0.0,330.41199191087463,-0.0006237505648082333,330.4104498813938,110.13890346500686,0.00017266908078590859,0.0007285732605087106,110.135775869524,110.13577054686294,-0.0015249929061028524,1.0000004360295842,1.0001377104249853,1.0000014582234202,1.0040101571200608,0.9999996829415535,0.998956287667861,138.98912681349674,-1.463830855139102,9.763326230143242,333.0941624755494,226.0107767984962,159.18266599549202,382.1964806003511,-22.017550022830548,97.88702458653853,-64.75047532302646,-104.01367296397704,123.78130845989969
2026-01-01 08:15:00,0.4847036425235103,370.31358288796184,36.25,0.0,342.7426395632247,-0.00019763554791461498,342.7425594406464,114.24583014206969,-0.0005900412531427719,-0.0004785999114101287,114.24786910272347,114.24886019585324,0.0008710056166382856,1.0000013549169104,1.0044355389681934,1.0000020218534527,1.0149116956681352,0.9999988028461574,0.9881315827896533,110.13555579822074,-6.126548652081524,46.92734905343905,257.4773358897397,181.68701664781588,183.09215491772807,437.23493436140797,-60.63828194554294,84.13661010784803,-88.46051478078644,-94.03953097604061,133.2518512500549
2026-01-01 08:20:00,0.5001692996384282,381.4624525242412,36.66666666666666,0.0,353.6993740989612,-0.004552051368610137,353.70002393427336,117.90036454514645,-0.006387391734959692,0.0023164255663068616,117.89773426110527,117.90192512802166,-0.00048108519995730605,1.0000020725013903,1.0053060352609824,1.0000016402449967,1.0153414691006064,0.9999986560214978,0.9904056248201104,89.05038222344125,-6.148290524693758,52.69842743570399,193.67181374580372,125.5440292392359,204.8866075309519,489.26141067150814,-90.75085542374188,60.16344373614405,-71.54564274420392,-90.32200771270071,145.10661694564348
2026-01-01 08:25:00,0.5177362103885067,394.16983484244975,37.083333333333336,0.0,366.2332351178899,-0.0001249145541387407,366.2328703899069,122.07868907107195,-0.00032270557236370223,0.0006275851239624899,122.07644414230724,122.0777371765277,-0.0004297941057375283,1.0000010528536571,0.9970583185831619,1.0000026972535991,1.0166039564493845,0.9999993170773459,0.999318268809143,112.72937614117951,-3.5993390468001194,25.24903005694404,266.5011180658918,112.7249538775432,167.47982385276086,401.45571560562024,-47.78413768309151,67.55908278201514,-116.71391423609106,-74.00412411528261,130.16486515498949
