index,my_shape1_irrad,my_shape2_irrad,my_shape3_irrad,my_shape4_irrad,my_shape5_irrad
2026-01-01 05:35:00,7.9e-05,0.0,0.0,0.0,0.0
2026-01-01 05:40:00,0.000158,0.0,0.0,0.0,0.0
2026-01-01 05:45:00,0.000237,0.0,0.0,0.0,0.0
2026-01-01 05:50:00,0.000255,0.0,0.0,0.0,0.0
2026-01-01 05:55:00,0.000273,0.0,0.0,0.0,0.0
2026-01-01 06:00:00,0.000291,0.0,0.0,0.0,0.0
2026-01-01 06:05:00,0.000239,0.0,0.0,0.0,0.0
2026-01-01 06:10:00,0.000187,0.0,0.0,0.0,0.0
2026-01-01 06:15:00,0.000135,0.0,0.0,0.0,0.0
2026-01-01 06:20:00,9e-05,0.0,0.0,0.0,0.0
2026-01-01 06:25:00,4.5e-05,0.0,0.0,0.0,0.0
2026-01-01 06:30:00,0.0,0.0,0.0,0.0,0.0
2026-01-01 06:35:00,0.0,0.0,0.0,0.0,0.0
2026-01-01 06:40:00,0.0,0.0,0.0,0.0,0.0
2026-01-01 06:45:00,0.0,0.0,0.0,0.0,0.0
2026-01-01 06:50:00,0.000293,0.0,0.0,0.0,0.0
2026-01-01 06:55:00,0.000586,0.0,0.0,0.0,0.0
2026-01-01 07:00:00,0.000878,0.0,0.0,0.0,0.0
2026-01-01 07:05:00,0.001032,0.0,0.0,0.0,0.0
2026-01-01 07:10:00,0.001186,0.0,0.0,0.0,0.0
2026-01-01 07:15:00,0.001339,0.0,0.0,0.0,0.0
2026-01-01 07:20:00,0.001176,0.0,0.0,0.0,0.0
2026-01-01 07:25:00,0.001013,0.0,0.0,0.0,0.0
2026-01-01 07:30:00,0.000849,0.0,0.0,0.0,0.0
2026-01-01 07:35:00,0.000824,0.0,0.0,0.0,0.0
2026-01-01 07:40:00,0.000799,0.0,0.0,0.0,0.0
2026-01-01 07:45:00,0.000775,0.0,0.0,0.0,0.0
2026-01-01 07:50:00,0.000669,0.0,0.0,0.0,0.0
2026-01-01 07:55:00,0.000563,0.0,0.0,0.0,0.0
2026-01-01 08:00:00,0.000457,0.0,0.0,0.0,0.0
2026-01-01 08:05:00,0.000443,0.0,0.0,0.0,0.0
2026-01-01 08:10:00,0.000428,0.0,0.0,0.0,0.0
2026-01-01 08:15:00,0.000414,0.0,0.0,0.0,0.0
2026-01-01 08:20:00,0.000408,0.0,0.0,0.0,0.0
2026-01-01 08:25:00,0.000403,0.0,0.0,0.0,0.0
2026-01-01 08:30:00,0.000397,0.0,0.0,0.0,0.0
2026-01-01 08:35:00,0.000287,0.0,0.0,0.0,0.0
2026-01-01 08:40:00,0.000176,0.0,0.0,0.0,0.0
2026-01-01 08:45:00,6.6e-05,0.0,0.0,0.0,0.0
2026-01-01 08:50:00,4.4e-05,0.0,0.0,0.0,5.4e-05
2026-01-01 08:55:00,2.2e-05,0.0,0.0,0.0,0.000109
2026-01-01 09:00:00,0.0,0.0,0.0,0.0,0.000163
2026-01-01 09:05:00,3.2e-05,0.002264,0.002263,0.0,0.000591
2026-01-01 09:10:00,6.4e-05,0.004527,0.004526,0.0,0.001019
2026-01-01 09:15:00,9.7e-05,0.006791,0.006789,0.0,0.001447
2026-01-01 09:20:00,0.000963,0.015481,0.015588,0.002271,0.00327
2026-01-01 09:25:00,0.00183,0.024171,0.024386,0.004541,0.005093
2026-01-01 09:30:00,0.002696,0.032861,0.033184,0.006812,0.006915
2026-01-01 09:35:00,0.006433,0.052009,0.05243,0.010921,0.055596
2026-01-01 09:40:00,0.010171,0.071158,0.071677,0.015031,0.104276
2026-01-01 09:45:00,0.013908,0.090306,0.090923,0.01914,0.152957
2026-01-01 09:50:00,0.024058,0.10243,0.10311,0.025358,0.190691
2026-01-01 09:55:00,0.034209,0.114555,0.115298,0.031577,0.228426
2026-01-01 10:00:00,0.044359,0.12668,0.127485,0.037795,0.26616
2026-01-01 10:05:00,0.055175,0.132857,0.133191,0.045783,0.285726
2026-01-01 10:10:00,0.06599,0.139035,0.138897,0.05377,0.305292
2026-01-01 10:15:00,0.076806,0.145213,0.144603,0.061758,0.324859
2026-01-01 10:20:00,0.089784,0.15907,0.158774,0.073977,0.319383
2026-01-01 10:25:00,0.102761,0.172926,0.172945,0.086197,0.313908
2026-01-01 10:30:00,0.115739,0.186783,0.187115,0.098416,0.308432
2026-01-01 10:35:00,0.123481,0.210175,0.209495,0.118164,0.315088
2026-01-01 10:40:00,0.131223,0.233566,0.231874,0.137912,0.321744
2026-01-01 10:45:00,0.138965,0.256957,0.254254,0.15766,0.3284
2026-01-01 10:50:00,0.135748,0.260071,0.258437,0.170852,0.318738
2026-01-01 10:55:00,0.132532,0.263184,0.26262,0.184044,0.309076
2026-01-01 11:00:00,0.129315,0.266298,0.266803,0.197236,0.299414
2026-01-01 11:05:00,0.143336,0.25326,0.253592,0.21705,0.291641
2026-01-01 11:10:00,0.157357,0.240223,0.24038,0.236863,0.283867
2026-01-01 11:15:00,0.171377,0.227185,0.227169,0.256677,0.276094
2026-01-01 11:20:00,0.197821,0.293623,0.293397,0.273933,0.25795
2026-01-01 11:25:00,0.224265,0.36006,0.359625,0.291189,0.239806
2026-01-01 11:30:00,0.250708,0.426498,0.425853,0.308444,0.221662
2026-01-01 11:35:00,0.243498,0.39959,0.397983,0.353925,0.213498
2026-01-01 11:40:00,0.236288,0.372683,0.370112,0.399406,0.205334
2026-01-01 11:45:00,0.229078,0.345776,0.342241,0.444887,0.197171
2026-01-01 11:50:00,0.22412,0.304312,0.301924,0.373,0.186326
2026-01-01 11:55:00,0.219161,0.262849,0.261606,0.301112,0.175482
2026-01-01 12:00:00,0.214202,0.221385,0.221288,0.229225,0.164638
2026-01-01 12:05:00,0.229714,0.209284,0.209272,0.232964,0.159098
2026-01-01 12:10:00,0.245225,0.197184,0.197257,0.236703,0.153558
2026-01-01 12:15:00,0.260737,0.185084,0.185241,0.240442,0.148018
2026-01-01 12:20:00,0.275071,0.20153,0.201622,0.249229,0.135349
2026-01-01 12:25:00,0.289405,0.217976,0.218002,0.258015,0.122681
2026-01-01 12:30:00,0.30374,0.234422,0.234383,0.266802,0.110013
2026-01-01 12:35:00,0.328132,0.23846,0.238483,0.257207,0.124157
2026-01-01 12:40:00,0.352524,0.242497,0.242583,0.247612,0.1383
2026-01-01 12:45:00,0.376916,0.246535,0.246683,0.238016,0.152444
2026-01-01 12:50:00,0.345513,0.308601,0.308814,0.272622,0.152177
2026-01-01 12:55:00,0.314109,0.370668,0.370946,0.307228,0.151911
2026-01-01 13:00:00,0.282706,0.432735,0.433077,0.341834,0.151644
2026-01-01 13:05:00,0.288166,0.413458,0.413496,0.375025,0.155437
2026-01-01 13:10:00,0.293626,0.39418,0.393914,0.408217,0.15923
2026-01-01 13:15:00,0.299085,0.374903,0.374333,0.441409,0.163023
2026-01-01 13:20:00,0.305176,0.37173,0.371343,0.413605,0.143943
2026-01-01 13:25:00,0.311267,0.368558,0.368353,0.3858,0.124863
2026-01-01 13:30:00,0.317358,0.365386,0.365362,0.357996,0.105784
2026-01-01 13:35:00,0.31978,0.373272,0.373237,0.335377,0.085249
2026-01-01 13:40:00,0.322203,0.381158,0.381111,0.312757,0.064713
2026-01-01 13:45:00,0.324625,0.389044,0.388986,0.290138,0.044178
2026-01-01 13:50:00,0.341016,0.377175,0.377173,0.294841,0.050367
2026-01-01 13:55:00,0.357406,0.365307,0.365361,0.299545,0.056555
2026-01-01 14:00:00,0.373797,0.353438,0.353549,0.304248,0.062743
2026-01-01 14:05:00,0.415962,0.356101,0.356116,0.314908,0.077191
2026-01-01 14:10:00,0.458128,0.358764,0.358684,0.325568,0.091639
2026-01-01 14:15:00,0.500294,0.361427,0.361252,0.336228,0.106087
2026-01-01 14:20:00,0.503673,0.343357,0.34314,0.309317,0.137219
2026-01-01 14:25:00,0.507051,0.325287,0.325028,0.282406,0.16835
2026-01-01 14:30:00,0.51043,0.307218,0.306916,0.255494,0.199482
2026-01-01 14:35:00,0.514436,0.31666,0.316296,0.242088,0.192365
2026-01-01 14:40:00,0.518442,0.326103,0.325677,0.228682,0.185247
2026-01-01 14:45:00,0.522448,0.335546,0.335057,0.215276,0.17813
2026-01-01 14:50:00,0.559786,0.305529,0.305174,0.203469,0.141906
2026-01-01 14:55:00,0.597125,0.275513,0.275291,0.191661,0.105681
2026-01-01 15:00:00,0.634463,0.245496,0.245408,0.179854,0.069457
2026-01-01 15:05:00,0.623797,0.244478,0.244422,0.193424,0.05411
2026-01-01 15:10:00,0.613132,0.24346,0.243436,0.206995,0.038763
2026-01-01 15:15:00,0.602466,0.242441,0.24245,0.220565,0.023416
2026-01-01 15:20:00,0.559253,0.255495,0.255692,0.229621,0.020658
2026-01-01 15:25:00,0.51604,0.26855,0.268934,0.238677,0.0179
2026-01-01 15:30:00,0.472827,0.281604,0.282176,0.247733,0.015141
2026-01-01 15:35:00,0.397034,0.279702,0.280144,0.242199,0.018329
2026-01-01 15:40:00,0.321242,0.2778,0.278111,0.236664,0.021516
2026-01-01 15:45:00,0.245449,0.275898,0.276078,0.23113,0.024703
2026-01-01 15:50:00,0.244813,0.299845,0.300101,0.222579,0.02059
2026-01-01 15:55:00,0.244177,0.323792,0.324124,0.214029,0.016478
2026-01-01 16:00:00,0.243541,0.347739,0.348147,0.205478,0.012366
2026-01-01 16:05:00,0.25315,0.356207,0.356255,0.220974,0.009378
2026-01-01 16:10:00,0.26276,0.364675,0.364362,0.23647,0.006391
2026-01-01 16:15:00,0.272369,0.373143,0.372469,0.251967,0.003403
2026-01-01 16:20:00,0.235941,0.3569,0.357039,0.248968,0.011235
2026-01-01 16:25:00,0.199513,0.340656,0.341608,0.245969,0.019067
2026-01-01 16:30:00,0.163084,0.324413,0.326178,0.242971,0.026899
2026-01-01 16:35:00,0.158238,0.289208,0.290554,0.225284,0.021588
2026-01-01 16:40:00,0.153391,0.254003,0.25493,0.207597,0.016276
2026-01-01 16:45:00,0.148544,0.218798,0.219306,0.18991,0.010965
2026-01-01 16:50:00,0.158254,0.218553,0.218789,0.180666,0.009211
2026-01-01 16:55:00,0.167963,0.218309,0.218273,0.171421,0.007457
2026-01-01 17:00:00,0.177673,0.218064,0.217756,0.162177,0.005703
2026-01-01 17:05:00,0.152745,0.188793,0.188549,0.172701,0.006493
2026-01-01 17:10:00,0.127816,0.159522,0.159342,0.183226,0.007284
2026-01-01 17:15:00,0.102887,0.130252,0.130135,0.19375,0.008075
2026-01-01 17:20:00,0.10484,0.185887,0.18571,0.205083,0.009006
2026-01-01 17:25:00,0.106793,0.241522,0.241284,0.216416,0.009937
2026-01-01 17:30:00,0.108746,0.297157,0.296859,0.227749,0.010868
2026-01-01 17:35:00,0.110837,0.285679,0.285443,0.223586,0.011057
2026-01-01 17:40:00,0.112928,0.274202,0.274026,0.219424,0.011247
2026-01-01 17:45:00,0.115019,0.262725,0.26261,0.215261,0.011436
2026-01-01 17:50:00,0.112474,0.254275,0.254171,0.193611,0.011743
2026-01-01 17:55:00,0.109928,0.245825,0.245733,0.171961,0.012049
2026-01-01 18:00:00,0.107382,0.237376,0.237295,0.15031,0.012356
2026-01-01 18:05:00,0.092582,0.216707,0.217143,0.141521,0.012863
2026-01-01 18:10:00,0.077781,0.196038,0.196992,0.132732,0.01337
2026-01-01 18:15:00,0.062981,0.175369,0.17684,0.123943,0.013878
2026-01-01 18:20:00,0.055324,0.166799,0.168154,0.11823,0.014234
2026-01-01 18:25:00,0.047667,0.15823,0.159467,0.112517,0.014591
2026-01-01 18:30:00,0.04001,0.14966,0.150781,0.106804,0.014947
2026-01-01 18:35:00,0.037679,0.140639,0.141357,0.115832,0.016065
2026-01-01 18:40:00,0.035349,0.131618,0.131933,0.124861,0.017183
2026-01-01 18:45:00,0.033019,0.122598,0.122509,0.133889,0.018301
2026-01-01 18:50:00,0.031993,0.12539,0.125337,0.122114,0.018966
2026-01-01 18:55:00,0.030966,0.128182,0.128165,0.110339,0.019632
2026-01-01 19:00:00,0.02994,0.130975,0.130993,0.098563,0.020297
2026-01-01 19:05:00,0.029696,0.118745,0.118716,0.093134,0.020941
2026-01-01 19:10:00,0.029451,0.106515,0.106438,0.087704,0.021585
2026-01-01 19:15:00,0.029207,0.094286,0.09416,0.082275,0.022228
2026-01-01 19:20:00,0.031843,0.083529,0.083479,0.07075,0.022083
2026-01-01 19:25:00,0.034479,0.072773,0.072798,0.059225,0.021938
2026-01-01 19:30:00,0.037116,0.062017,0.062117,0.0477,0.021792
2026-01-01 19:35:00,0.037921,0.05858,0.058598,0.048013,0.021451
2026-01-01 19:40:00,0.038726,0.055143,0.055079,0.048325,0.021109
2026-01-01 19:45:00,0.039531,0.051706,0.051561,0.048637,0.020767
2026-01-01 19:50:00,0.039226,0.044374,0.044346,0.048914,0.019022
2026-01-01 19:55:00,0.038921,0.037041,0.037131,0.049191,0.017276
2026-01-01 20:00:00,0.038616,0.029709,0.029917,0.049467,0.015531
2026-01-01 20:05:00,0.037192,0.025006,0.025185,0.045693,0.01324
2026-01-01 20:10:00,0.035767,0.020304,0.020453,0.041919,0.010949
2026-01-01 20:15:00,0.034342,0.015601,0.015721,0.038144,0.008658
2026-01-01 20:20:00,0.032261,0.01314,0.013161,0.032457,0.007388
2026-01-01 20:25:00,0.030179,0.01068,0.010602,0.026769,0.006118
2026-01-01 20:30:00,0.028097,0.008219,0.008042,0.021082,0.004849
2026-01-01 20:35:00,0.02509,0.005824,0.005724,0.01802,0.003855
2026-01-01 20:40:00,0.022083,0.003428,0.003407,0.014957,0.002861
2026-01-01 20:45:00,0.019075,0.001033,0.001089,0.011895,0.001866
2026-01-01 20:50:00,0.015464,0.000689,0.000726,0.009595,0.001294
2026-01-01 20:55:00,0.011853,0.000344,0.000363,0.007295,0.000722
2026-01-01 21:00:00,0.008242,0.0,0.0,0.004994,0.000149
2026-01-01 21:05:00,0.005658,0.0,0.0,0.003329,9.9e-05
2026-01-01 21:10:00,0.003073,0.0,0.0,0.001665,5e-05
2026-01-01 21:15:00,0.000489,0.0,0.0,0.0,0.0
2026-01-01 21:20:00,0.000326,0.0,0.0,0.0,0.0
2026-01-01 21:25:00,0.000163,0.0,0.0,0.0,0.0
2026-01-01 21:30:00,0.0,0.0,0.0,0.0,0.0
2026-01-01 21:35:00,0.0,0.0,0.0,0.0,0.0
2026-01-01 21:40:00,0.0,0.0,0.0,0.0,0.0
2026-01-01 21:45:00,0.0,0.0,0.0,0.0,0.0
2026-01-01 21:50:00,0.0,0.0,0.0,0.0,0.0
2026-01-01 21:55:00,0.0,0.0,0.0,0.0,0.0
2026-01-01 22:00:00,0.0,0.0,0.0,0.0,0.0
2026-01-01 22:05:00,0.0,0.0,0.0,0.0,0.0
2026-01-01 22:10:00,0.0,0.0,0.0,0.0,0.0
2026-01-01 22:15:00,0.0,0.0,0.0,0.0,0.0
2026-01-01 22:20:00,0.0,0.0,0.0,0.0,0.0
2026-01-01 22:25:00,0.0,0.0,0.0,0.0,0.0
2026-01-01 22:30:00,0.0,0.0,0.0,0.0,0.0
2026-01-01 22:35:00,0.0,0.0,0.0,0.0,0.0
2026-01-01 22:40:00,0.0,0.0,0.0,0.0,0.0
2026-01-01 22:45:00,0.0,0.0,0.0,0.0,0.0
2026-01-01 22:50:00,0.0,0.0,0.0,0.0,0.0
2026-01-01 22:55:00,0.0,0.0,0.0,0.0,0.0
2026-01-01 23:00:00,0.0,0.0,0.0,0.0,0.0
2026-01-01 23:05:00,0.0,0.0,0.0,0.0,0.0
2026-01-01 23:10:00,0.0,0.0,0.0,0.0,0.0
2026-01-01 23:15:00,0.0,0.0,0.0,0.0,0.0
2026-01-01 23:20:00,0.0,0.0,0.0,0.0,0.0
2026-01-01 23:25:00,0.0,0.0,0.0,0.0,0.0
2026-01-01 23:30:00,0.0,0.0,0.0,0.0,0.0
2026-01-01 23:35:00,0.0,0.0,0.0,0.0,0.0
2026-01-01 23:40:00,0.0,0.0,0.0,0.0,0.0
2026-01-01 23:45:00,0.0,0.0,0.0,0.0,0.0
2026-01-01 23:50:00,0.0,0.0,0.0,0.0,0.0
2026-01-01 23:55:00,0.0,0.0,0.0,0.0,0.0
